id,renewal,incentives
649,1,692.0
81136,1,794.0
70762,1,663.0000000000093
53935,1,316.0000000000015
15476,1,27.0
64797,1,635.0000000000025
67412,1,59.00000000000187
44241,1,772.0000000000003
5069,1,898.0
16615,1,450.0
84281,1,532.0000000134096
82623,1,252.0
86475,1,125.00000000009068
68263,1,425.0000000000002
113135,1,917.7887481349275
45532,1,16.000000390706695
102161,1,950.0000000000289
84789,1,635.0
62398,1,704.0
70148,1,60.0
102487,1,967.0
100513,1,848.0
92702,1,856.000000000002
25051,1,130.0000000000041
92920,1,184.0
25520,1,976.0000001720664
81869,1,660.0000000002657
75402,1,935.0000000000048
34053,1,303.0000000000001
21191,1,757.0
10864,1,619.0000000000061
6349,1,891.0000000000201
85213,1,128.0000000001931
17255,1,617.0
108351,1,112.0
51437,1,221.00000000002404
88629,1,225.0
85367,1,588.0
12313,1,729.0
71659,1,130.0
35142,1,872.0
62988,1,970.0
8793,1,42.0
11433,1,945.0
30586,1,379.0
53012,1,840.0
87924,1,263.0000000000038
106177,1,47.00000000007931
63058,1,675.0
99537,1,140.00000000026787
35336,1,447.00000000005525
78691,1,401.0
16161,1,77.00000002797273
94318,1,944.0000000000034
96583,1,0.08701574898310158
104560,1,434.0
19638,1,827.0000000000822
26080,1,717.0000000001096
113482,1,813.0
82175,1,833.0000000000025
1239,1,571.0000000000017
32521,1,5.375600420088346
68529,1,347.0000000000004
38882,0,567.0000000000001
8299,1,802.0
98521,1,464.0000000000097
47257,1,433.0
42445,1,957.0
104700,1,474.00000000203823
109204,1,336.0
20138,1,854.0000000000106
28468,1,883.0000000002206
94964,1,789.0
59773,1,173.0
17261,1,397.00000000002944
9570,1,868.0
55159,1,872.0
82480,1,421.00000000000017
51225,1,856.0
53176,1,252.0
82883,1,572.0
63590,1,273.00000000008004
50906,1,789.0
21635,1,428.0
84000,1,49.0
79029,1,910.0000000000078
60256,1,150.00000000003968
110660,1,721.0000000000009
51023,1,996.0
99146,1,319.0
93878,1,975.0000000000032
93845,1,933.0000000000026
5364,0,5.478883337843193
106612,1,716.0
79928,1,722.0000000000018
94761,1,475.00000000008674
7126,1,446.0
82176,1,27.000000000342027
53475,1,875.0
88108,1,825.0000000000014
65166,1,594.0
65378,1,857.0000000000005
47119,1,912.000000000007
64338,1,371.00000000016604
48872,1,787.0000000000031
26061,1,353.00000000017747
78191,1,298.00000000000307
108224,1,642.0
47646,1,355.0
63423,1,155.0
109453,1,294.00000000000153
43299,1,850.0000000000008
86879,1,207.00000000018593
51882,1,879.0
84497,0,593.0
19699,1,677.0
52164,1,602.0
36055,1,424.0
17844,1,982.0
12006,1,669.0
51731,1,86.0
101823,1,863.0000000000143
70611,1,833.0000000000459
57291,1,529.0000000000041
3315,1,706.0
6841,1,671.0
95636,1,552.0
89508,1,375.0
78357,1,835.0
30363,1,286.0
65880,1,70.0000000000663
79166,1,634.0
16883,1,151.00000000002626
19400,1,693.0
97846,1,852.0
35938,1,837.0000000000016
109739,1,497.00000000000097
7542,1,537.0
62506,1,219.0000000000626
106686,1,585.0
22500,1,151.0
73566,1,234.0
34462,1,101.0
109,1,44.0
82344,1,86.0000000337778
70324,1,772.0000000000075
47235,1,401.0
78355,1,406.00000000008185
97012,1,84.0
103271,1,280.00000000000654
54640,1,782.0000000000016
18452,1,734.0000000000022
80733,1,211.00000000027723
22069,1,737.0
63586,1,52.00000000613249
63069,1,217.0
66451,1,110.00000000001502
5163,1,941.0
6542,1,267.00000000017013
79333,1,594.0000000000216
8752,1,876.0
37396,1,300.0
27502,1,898.0
65597,1,592.0000000000128
50178,1,800.0
51709,1,617.0000000008923
32294,1,907.0000000000122
76360,1,966.0000000000035
51635,1,489.0000000000023
103391,0,281.0
59747,1,321.0
21498,1,409.0000000000004
18771,1,126.00000000000061
34501,1,499.0
77807,1,45.00000000008207
26350,1,424.0
105355,1,386.0
5469,1,432.0
23826,0,626.0
9399,1,730.0
44862,1,335.0
104114,1,146.0
20407,1,0.49943119430587735
7541,1,271.0000000103716
72892,1,36.0
81994,1,592.0000000001969
111007,1,32.0
83350,1,997.0
55682,1,770.0000000000073
26680,1,732.0000000000074
109949,1,496.00000000000057
12482,1,703.0
108210,1,562.0
35717,1,839.0
74030,1,704.0000000000048
18407,1,338.0
113337,1,194.0
81673,1,559.0000000000027
80808,1,737.0
87300,1,0.5226525007083483
113610,1,823.0
68221,1,396.0000000000202
32307,1,495.0
53974,1,886.0
80255,1,0.8082660423511479
37547,1,235.00000000056167
62782,1,552.0
60206,1,583.0000000000485
109533,1,672.0000000000011
31952,1,797.0
31266,1,471.0
49517,1,110.00000000004935
52843,1,746.0
107949,1,399.0
50424,1,320.0
28080,1,489.0
63289,1,134.00000000003328
59792,1,0.992800852259303
8600,1,918.0000000000034
30415,1,389.0000000000012
92033,1,784.0000000000002
51339,1,707.0
104556,1,711.0
67550,1,95.00000000000315
71744,1,729.0000000000351
49589,1,0.3060762629118758
17018,1,737.0
34936,1,357.00000000000034
110058,1,163.0
67668,1,913.0000000000006
75859,1,652.0000000000015
38878,1,586.0
107894,1,648.0
63438,1,608.0
75713,1,992.0
15713,1,405.0
34402,1,713.0000000000005
40084,1,994.0
64940,1,940.0000000000042
66279,1,756.0000000000001
77818,1,875.0
63889,1,105.0
48861,1,375.0
26520,1,893.0
66559,1,0.3504902431052809
24068,1,425.0000000000102
20211,1,708.0
86715,1,495.0
68601,1,917.8170882091654
95696,1,50.0
60049,1,577.0
7620,1,924.0
42468,1,784.0
106475,1,151.0
43145,1,794.0
102597,1,957.0000000000178
93680,1,237.00000000039483
37065,1,608.0000000000067
49472,1,407.0000000000041
45364,1,251.0
112287,1,579.0000000000043
90044,1,371.0000000000043
40999,1,816.0
93637,1,454.0
47689,1,686.0000000000115
15068,1,683.0000000000174
67323,1,36.0
285,1,549.0
76543,1,729.0000000000097
52901,1,181.0
10299,1,110.00000000000634
8199,0,481.0000000000162
10875,1,147.0
36812,1,214.0
110,1,324.0
25682,1,271.00000000000523
7331,1,449.0
76947,1,917.2733802666826
28303,1,117.0000000000176
32212,1,214.0
18692,1,20.00002324928269
75865,1,218.0
74466,1,729.0
81378,1,596.0000000000033
85492,1,677.0000000000007
67992,1,932.0
12527,1,929.0
48212,1,997.0
61180,1,291.0
56340,1,656.0000000000119
64227,1,160.0
35539,1,376.0
9233,1,271.0
97645,1,814.0
106742,1,448.0
84955,1,450.00000000000017
36443,1,394.0000000000461
2970,1,577.0
48583,1,615.0
67490,1,124.0000000001209
45242,1,453.0000000000003
83608,1,638.000000000002
86807,1,904.0
92793,1,305.0
32458,1,191.0
18258,1,358.000000000006
93246,1,329.0
29747,1,120.00000000008383
44469,1,948.0
18998,1,30.00000000023129
100686,1,577.0000000000006
21670,1,829.0
106701,1,289.0
21844,1,612.0
61174,1,510.00000000000097
933,1,909.0000000000089
563,1,656.0000000000006
90185,1,798.0
29080,1,212.00000000002916
32967,1,311.00000000002274
110889,1,854.0
54059,1,60.0
86664,1,433.0
72104,1,983.0
82239,1,758.0
59755,1,814.0
1785,1,675.0
36377,1,593.0
73334,1,40.00000000005878
26731,1,1.4797035461246846
78548,1,246.0
54472,1,247.0
70631,1,434.0
44942,1,357.0000000000048
54130,1,489.0
11938,1,598.0
15837,1,995.0000000000092
64537,1,303.0000000000814
65402,1,250.00000000003485
18680,1,869.0
69375,1,321.0
71042,1,386.0
69164,1,81.0
19288,1,728.0
17115,1,564.0000000000545
105949,1,917.0000000000005
55257,1,446.0
6583,1,189.0
24751,1,802.0000000000055
19545,1,797.0
38187,1,984.0000000000039
38983,1,686.0000000003317
100340,1,676.0
71337,1,25.0
73505,1,278.0
240,1,855.000000000001
83153,1,211.0000000000046
371,1,563.0
50283,1,834.0
31513,1,202.0000000000111
24174,1,166.0
46907,1,768.0
94141,1,127.0
5483,1,57.0
91282,1,510.0
41378,1,1.0600876118316986
7904,1,320.0
41632,1,296.00000000000904
84817,1,853.0000000000022
54335,1,46.00000004490966
52362,1,812.0
21141,1,0.519722774864457
8040,1,116.0
13042,1,313.0
40276,1,431.0
1203,1,242.0
54902,1,800.0
42127,1,517.0
61200,1,339.0
29807,1,974.0
32558,1,0.4138153839259331
25499,1,531.0
71523,1,487.0000000000043
38791,1,985.000000000018
12101,1,903.0
4730,1,146.0
17126,1,918.0000000000366
85187,1,971.0
16129,1,434.0
51250,1,70.00000000000678
112931,1,520.0
17857,1,480.0
31762,1,308.0
87034,1,605.0000000003129
59018,1,871.0
81008,1,715.0000000000198
91203,1,368.0
111875,1,702.0
70722,1,511.0
55926,1,864.0
67538,1,369.0
113041,1,751.0000000000002
30934,1,284.0
87109,1,472.0
26979,1,388.0
61557,1,684.0
29950,1,495.0000000000268
17,1,614.0000000000149
68226,1,639.0
79507,1,86.00000000343404
23107,1,564.0
27741,1,523.0
34314,1,636.0000000000057
79354,1,0.7699710705270723
97813,1,172.00000000009337
730,1,508.00000000000034
19260,1,758.000000000023
79119,1,528.0000000000058
77689,1,349.0
36363,1,981.0
6264,1,152.0000000000265
26935,1,276.0000000000007
78464,1,468.0000000000005
44785,1,953.0000000000011
31835,1,671.0000000000007
42606,1,936.0000000000063
55554,1,834.0
106579,1,201.00000000000043
68977,1,779.0
85323,1,877.0
85288,1,61.0
52701,1,381.0
107848,1,524.0000000000015
97392,1,844.0
57996,1,513.0
113716,1,70.00000083860158
97317,1,224.0
16466,1,524.0
38691,1,135.0000000000039
49638,1,262.00000000016433
541,1,452.00000000000074
45882,1,358.0000000000171
18853,1,647.0
4572,1,962.0000000000043
99403,1,908.0000000000006
55514,1,931.0
103119,1,447.00000000001296
64141,1,939.0
76939,1,525.0000000000003
17453,1,841.0000000000058
107821,1,357.0
62063,1,58.00000000001802
108737,1,422.0
110123,1,324.0
109498,1,71.0
108324,1,58.0
10990,1,244.00000000005048
18649,1,677.0000000000241
90653,1,408.0
98585,1,26.0
9888,1,677.0
61129,1,677.0
26829,1,733.0
110111,1,197.0
56138,1,5.823312451479633
27858,1,190.00000000001978
86241,1,183.0000000000201
8305,1,487.0
19363,1,309.0
48827,1,47.0
38241,1,45.0
41847,1,978.0000000000134
23347,1,773.0000000000709
2423,1,169.0
32271,1,0.08115403168290765
49130,1,815.0
8225,1,549.0
88846,1,715.0000000000003
34908,1,629.0000000000072
45794,1,21.00000000013209
64211,1,264.00000000090284
2611,1,676.0000000000044
69544,1,286.0
90530,1,231.00000000000728
40940,1,0.5013127141767613
9467,1,991.0
77485,1,36.000000000240405
106783,1,515.0000000000007
110503,1,268.0
20612,1,270.0
51833,1,846.0000000000533
11543,1,0.23681916289259258
38547,1,653.0000000000077
110186,1,587.0
16478,1,466.0
110370,1,765.0000000000038
2582,1,953.0000000000546
55197,1,951.0
66699,1,37.000000000037694
85881,1,118.0
100517,1,351.00000000018395
113642,1,55.0000000000074
25917,1,358.00000000000546
39337,1,643.0
91854,1,159.0000000000896
102173,1,941.0000000000073
67598,1,927.0
3318,1,127.0
111501,1,254.00000000024704
55471,1,337.0000000000001
56699,1,62.0
36379,1,843.0
39126,1,466.00000000000364
45286,1,859.0000000000033
62671,1,196.0
108685,1,138.0000000015785
53311,1,516.0
76703,1,670.0000000000582
40596,1,21.000000000734726
33861,1,743.0
105734,1,851.0
63398,1,202.00000000004533
95002,0,590.0000000000001
27839,1,320.0
35984,1,981.0000000000015
38573,1,585.0000000000473
53998,1,903.0
105924,1,314.0000000001743
33061,1,591.0
23505,1,475.0
29143,1,293.0000000000272
26013,1,671.0000000000002
61739,1,577.0000000000066
36627,1,381.00000000000125
68964,1,297.0
41861,1,756.0
81967,1,842.0
17243,1,472.0
83527,1,703.0
62335,1,256.0
97278,1,553.0
75436,1,516.0000000000005
57411,1,563.0
49715,1,78.0
61363,1,363.0
99711,1,643.0
108464,1,311.00000000005866
50910,1,83.0
29695,1,398.0000000000257
19978,1,893.0
109491,1,703.0
30458,1,677.0
102908,1,535.0
31485,1,265.0
14662,1,204.0000000001778
35264,1,53.0
95210,1,378.0
19350,1,324.0
8891,1,647.0000000000027
82982,1,452.0
90861,1,379.0
4887,1,543.0
95441,1,52.00000000000059
109730,1,0.09465477017723321
86149,1,632.0000000000041
84028,1,514.0000000000002
70235,1,706.0
107798,1,647.0000000000981
83208,1,629.0
100504,1,288.0000000000037
98598,1,587.0000000000623
91456,1,495.0
77699,1,212.0
86884,1,543.0
54632,1,609.0000000000025
94363,1,688.0
73097,0,339.0000000001747
1532,1,84.0
14207,1,867.0
78777,1,0.1038063713875191
73798,1,210.00000000000142
12878,1,146.0000000001594
49661,1,364.0
56981,1,553.0
70185,1,87.00000006556986
59851,1,860.0000000533837
107483,1,781.0
76527,1,399.00000000003706
63588,1,612.0
40883,1,329.0
92065,1,182.00000000000358
92667,1,49.00000000163921
88987,1,558.0
57025,1,72.00000000001987
94299,1,819.0
70371,1,117.0
67464,1,855.000000000017
65614,1,966.0000000000028
97224,1,416.0
82015,1,94.00000000036957
57111,1,728.0
89018,1,189.0
21914,1,2.1320357414205464
17041,1,910.0000000000094
65029,1,315.0
91948,1,280.00000000004985
38033,1,45.0
44878,1,578.0000000000013
21725,1,701.0
1984,1,131.0
10796,1,232.0000000000045
111869,1,353.0
71905,1,45.00000000005503
31724,1,258.0000000009227
35676,1,469.0
24135,1,667.00000000001
19381,1,347.0
109279,1,709.0
44173,1,809.0000000000009
41794,1,216.0
32555,1,781.0
5460,1,565.0000000000006
19210,1,784.0
108312,1,109.0
18506,1,426.00000000000097
49761,1,979.0000000000013
50722,1,525.0
22172,1,507.0000000005193
55784,1,704.0000000000006
81365,1,254.0
18071,1,242.00000000000148
49545,1,80.000000000014
47832,1,559.000000000001
41763,1,904.0000000000056
86331,1,938.0000000000423
9178,1,269.0
5035,1,367.0
36361,1,772.0
91169,1,344.00000000000176
79064,1,539.0
7966,1,125.0
18685,1,0.4986208672098351
99109,1,601.0000000000042
233,1,781.0000000001036
86917,1,975.0
100637,1,289.000000000002
89914,1,169.0
62554,1,805.0000000000091
76687,1,661.0
55104,1,853.000000000046
25341,1,657.0
58071,1,40.0
7151,1,588.000000000203
21041,1,907.0
41724,1,344.0
91225,1,98.0
81936,1,853.000000000002
19787,1,747.0
29633,1,278.0000000000004
13823,1,457.0000000000196
19103,1,307.0
27504,0,719.0
8398,1,692.0000000000008
36490,1,315.00000000000193
54757,1,38.0
16781,1,654.0
8919,1,776.0000000000001
54532,1,159.0
