id,renewal,incentives
649,0.9310352,213.00000000000168
81136,0.8920924,25.0
70762,0.41301975,196.0
53935,0.6866409,435.0
15476,0.3843463,328.0
64797,0.8469565,669.0000000000007
67412,0.069181725,795.0
44241,0.10397185,157.00000000001194
5069,0.93687433,449.0000000003997
16615,0.96393096,731.0
84281,0.8727337,271.0
82623,0.6705404,496.0
86475,0.061146908,442.00000000003115
68263,0.16893478,766.0
113135,0.3665631,486.00000000000074
45532,0.697769,551.000000000152
102161,0.9543964,444.0
84789,0.06090037,382.00000000000114
62398,0.67947185,585.0
70148,0.6378797,549.0
102487,0.30477458,246.00000000017707
100513,0.17540589,787.0000000000043
92702,0.16436136,280.0
25051,0.06139191,642.0
92920,0.9371163,735.0000000000166
25520,0.5697446,328.0000000000084
81869,0.7990849,123.0
75402,0.88139296,225.00000000001117
34053,0.060928185,459.0
21191,0.8519712,95.0
10864,0.8626288,592.0
6349,0.68397385,111.00000000001805
85213,0.78847164,583.0000000000001
17255,0.47235397,452.0
108351,0.061440658,681.0
51437,0.7733928,252.0
88629,0.09180631,113.0
85367,0.906897,353.0
12313,0.25145394,339.0
71659,0.6673266,689.0
35142,0.92909044,29.000000000006548
62988,0.87252593,482.0000000000113
8793,0.39242804,71.00000000001246
11433,0.9320717,286.0
30586,0.90683067,47.0
53012,0.52412134,180.0000000000013
87924,0.7699786,256.0000000000022
106177,0.84682024,439.0
63058,0.6077802,678.0000000000025
99537,0.5657662,692.0000000000327
35336,0.2741929,10.125962227723921
78691,0.4070364,195.0000000000002
16161,0.7638821,677.0
94318,0.75842893,722.0
96583,0.88545936,519.0
104560,0.46549731,166.0
19638,0.9740623,187.00000000005738
26080,0.8616873,52.00000000815982
113482,0.8608347,504.0
82175,0.7930376,356.0
1239,0.7787533,548.0
32521,0.06129019,504.0000000002616
68529,0.9480246,557.0000000000016
38882,0.060911067,418.0
8299,0.9226643,610.0
98521,0.6916054,3.690930434417931
47257,0.29962316,507.0000000000055
42445,0.7035288,202.00000001309155
104700,0.06611694,542.0
109204,0.8973113,168.0
20138,0.060902584,282.0
28468,0.89301443,697.000000000051
94964,0.061862,197.00000002140945
59773,0.19916667,433.0
17261,0.96325374,191.0
9570,0.33859202,284.0
55159,0.06129956,296.0
82480,0.6887667,179.0
51225,0.06130364,235.00000000000122
53176,0.10798988,417.0
82883,0.7710294,502.0
63590,0.8424378,303.0
50906,0.060928743,364.0
21635,0.28457817,82.0
84000,0.26863676,765.0
79029,0.9472151,360.0
60256,0.93184,1.8321276024441904
110660,0.26439917,97.00000000000158
51023,0.88495165,20.0
99146,0.619926,756.0
93878,0.7931609,225.0
93845,0.7547672,142.0
5364,0.060900483,9.736161863774637
106612,0.6578152,553.0
79928,0.88236463,243.0000000000002
94761,0.8152412,245.00000000002967
7126,0.72691345,563.0
82176,0.5702007,271.0
53475,0.060919605,799.000000000003
88108,0.97480243,157.0
65166,0.54131657,366.0
65378,0.6986629,43.0
47119,0.49832246,46.0
64338,0.95345,21.0
48872,0.4260309,124.00000000001802
26061,0.9534726,536.0
78191,0.8660562,548.0000000000018
108224,0.8995703,634.0
47646,0.20479956,384.0
63423,0.8281551,251.0
109453,0.45735377,5.5396206124720715
43299,0.9453279,788.0000000000027
86879,0.6679881,691.0
51882,0.8378967,700.0000000000144
84497,0.06092188,155.00000000005645
19699,0.42790082,659.0
52164,0.59170717,487.0
36055,0.3810712,644.0
17844,0.92094487,238.0
12006,0.88936913,628.0000000000125
51731,0.9255329,21.000000000213696
101823,0.40997595,424.0
70611,0.85333765,256.0000000000045
57291,0.0844403,90.00000000143541
3315,0.47418487,264.0
6841,0.49266177,192.0
95636,0.098986045,237.0
89508,0.9347161,397.0
78357,0.55933815,287.0000000000255
30363,0.94887894,1.2799550847864243
65880,0.6191487,349.0
79166,0.37205207,403.0
16883,0.26057294,342.0
19400,0.88368607,445.0
97846,0.8268487,354.0
35938,0.52218086,260.0
109739,0.8202254,110.0
7542,0.396226,78.0
62506,0.9668422,485.0
106686,0.6770094,787.0000000000011
22500,0.89392823,412.0
73566,0.4948585,730.0
34462,0.966959,282.0
109,0.81586087,741.0000000000073
82344,0.85661674,370.0
70324,0.85449165,98.00000000062202
47235,0.95495355,362.00000000000375
78355,0.6706614,3.514682492317179
97012,0.3956491,640.0000000000008
103271,0.96007323,408.0000000000147
54640,0.81586516,93.0
18452,0.36534914,275.0
80733,0.2565645,662.0
22069,0.61048836,81.00000000026274
63586,0.8493508,74.0000000000925
63069,0.8543862,487.0
66451,0.7762718,292.0
5163,0.9495756,413.0
6542,0.964775,185.0000000000398
79333,0.95006245,255.00000000001475
8752,0.89816886,389.0
37396,0.96873593,70.00000000017916
27502,0.5098113,366.0
65597,0.7697708,209.00000000000085
50178,0.79545534,431.00000000001063
51709,0.2674165,159.0
32294,0.70752436,676.0000000000017
76360,0.8062506,702.0
51635,0.9334903,0.6667609887952889
103391,0.06090069,126.00000000003152
59747,0.088967726,381.0
21498,0.6586779,668.0000000000081
18771,0.76320535,707.0000000000038
34501,0.37677798,6.382030396297439
77807,0.57031834,213.0000000000106
26350,0.2599645,566.0000000000008
105355,0.20318848,515.0
5469,0.8818783,336.000000000001
23826,0.06091554,332.0
9399,0.8431232,550.0
44862,0.51693374,534.0000000000006
104114,0.8629634,494.0
20407,0.42570528,242.0
7541,0.9541165,542.0000000000003
72892,0.6476681,784.0
81994,0.92348975,567.0
111007,0.9302879,766.0
83350,0.94032645,303.0
55682,0.70359826,102.0
26680,0.918187,101.0
109949,0.73714864,223.0
12482,0.856671,497.0000000000002
108210,0.9204249,355.0
35717,0.9752278,460.0
74030,0.6683448,532.0000000000226
18407,0.15602702,492.0
113337,0.31658596,7.014808336503064
81673,0.805478,410.0
80808,0.94067776,424.0
87300,0.8839559,768.0
113610,0.92039543,0.7984304354069915
68221,0.8984348,674.0
32307,0.9239225,421.0
53974,0.8357877,129.00000000025804
80255,0.52448416,107.0
37547,0.6060858,4.350799570994854
62782,0.8878804,393.0000000000164
60206,0.9008952,620.0
109533,0.9349301,19.00000000021026
31952,0.060902692,337.00000000001717
31266,0.58090013,151.0
49517,0.45437187,582.0000000000102
52843,0.47108018,591.000000000004
107949,0.6251765,207.0
50424,0.30673656,7.11873304867489
28080,0.8306927,1.8169272967373216
63289,0.13525361,319.00000000000813
59792,0.20709823,713.0000000000008
8600,0.8539982,414.0
30415,0.9009534,678.0000000000009
92033,0.7926852,465.0
51339,0.44259018,588.0000000000177
104556,0.9377043,358.0000000001037
67550,0.27884942,420.0
71744,0.19133744,576.0
49589,0.7513157,605.0
17018,0.5401845,543.0000000001029
34936,0.061116092,419.0
110058,0.94494355,22.0
67668,0.75808513,108.0
75859,0.90452933,388.0000000000019
38878,0.7880937,585.0
107894,0.85256416,1.4825637302812238
63438,0.7999949,792.000000000001
75713,0.94963956,68.0
15713,0.6931389,532.0000000000056
34402,0.72956383,480.0
40084,0.91966695,320.000000000013
64940,0.52670026,205.0
66279,0.9266124,54.00000000042764
77818,0.6215107,154.0
63889,0.901416,772.0
48861,0.81297785,193.0
26520,0.92961377,75.00000904439287
66559,0.9520523,647.000000000034
24068,0.060921445,453.000000000001
20211,0.79706204,626.0
86715,0.80084485,334.0
68601,0.8934659,212.0
95696,0.7722016,301.0
60049,0.73041415,2.9970662601187454
7620,0.2452271,694.000000000017
42468,0.76390034,359.0000000000152
106475,0.57450426,81.0
43145,0.9464023,671.0
102597,0.8241387,773.0000000000001
93680,0.4028448,7.933432028247333
37065,0.29070094,313.0
49472,0.789778,88.0
45364,0.09069529,534.0
112287,0.6177548,450.0
90044,0.6033075,726.0
40999,0.754982,2.609423532831438
93637,0.9371234,780.0
47689,0.92262816,674.0
15068,0.8676026,250.0
67323,0.920628,281.0
285,0.37492254,434.0
76543,0.8873539,378.0
52901,0.061045464,630.0
10299,0.7927094,777.0000000000036
8199,0.06091636,558.0000000000356
10875,0.06091303,629.0000000000011
36812,0.893793,325.0
110,0.12454332,71.0
25682,0.23366274,173.0
7331,0.3505166,679.0
76947,0.34831402,632.0
28303,0.4773645,182.0
32212,0.21182305,645.0
18692,0.9012591,350.0
75865,0.9336794,213.0
74466,0.6570684,583.0
81378,0.7528394,713.0
85492,0.2005023,607.0
67992,0.46419865,137.0
12527,0.94725734,575.0
48212,0.41157565,609.000000000007
61180,0.8302993,679.0000000000014
56340,0.70183855,602.0
64227,0.9714717,766.0000000000003
35539,0.8377309,369.00000000001546
9233,0.78430384,326.0
97645,0.27660456,440.00000000002177
106742,0.060904235,336.0
84955,0.33726546,796.0
36443,0.68948835,381.0000000000502
2970,0.061273266,692.0
48583,0.5470632,734.0000000000038
67490,0.7911157,123.00000000023401
45242,0.71446586,35.0
83608,0.8650035,1.5201118551915036
86807,0.86807305,610.0
92793,0.9688975,505.0000000001281
32458,0.92483103,37.00000000004718
18258,0.9509188,30.000000000677748
93246,0.53304935,795.0000000000048
29747,0.21162081,576.0
44469,0.5128348,581.0000000000001
18998,0.9531439,1.1736335261372135
100686,0.5079525,313.00000000000745
21670,0.7571275,581.0000000000003
106701,0.9309683,768.0
21844,0.93955255,640.0000000000077
61174,0.9105651,65.00000000000416
933,0.9629871,248.00000000135256
563,0.95916736,434.0
90185,0.7144238,61.0
29080,0.65075743,132.0
32967,0.6245073,553.0
110889,0.78062534,2.6555933318017044
54059,0.42568716,557.0
86664,0.9544418,708.0000000002506
72104,0.95963687,365.0
82239,0.70886266,388.00000000000006
59755,0.25450736,217.0
1785,0.38727072,455.0
36377,0.4563343,625.0
73334,0.061384756,445.0000000000008
26731,0.9279416,281.00000000015706
78548,0.8884289,492.0000000000024
54472,0.94032705,693.0
70631,0.74468625,516.0
44942,0.124291494,709.0000000000013
54130,0.926024,522.0
11938,0.9467991,672.0000000000208
15837,0.93297106,374.0
64537,0.46403307,181.00000000013412
65402,0.91245186,40.0
18680,0.9345979,771.0000000000447
69375,0.52877444,639.0
71042,0.34153765,507.0
69164,0.828677,171.0
19288,0.9375695,773.0000000000107
17115,0.9361591,274.0
105949,0.33187988,768.0
55257,0.90565914,578.0
6583,0.93364584,694.0000000000011
24751,0.94843715,233.0
19545,0.76048756,32.00000000245525
38187,0.40637144,103.0
38983,0.947169,55.00000000105267
100340,0.8367176,705.00000000001
71337,0.92943764,252.00000001152023
73505,0.43131426,539.000000000005
240,0.90717095,1.265819410895681
83153,0.6019709,617.0
371,0.8946577,196.0
50283,0.4167137,165.0
31513,0.87575465,197.00000000000847
24174,0.3811344,535.0
46907,0.24747907,53.000000000008576
94141,0.46948805,329.0
5483,0.82423913,140.0
91282,0.84228545,651.0000000003723
41378,0.3301894,626.0
7904,0.88605446,165.00000000001734
41632,0.8993877,644.0000000000019
84817,0.46889997,544.0000000000158
54335,0.91908336,692.0
52362,0.8589173,248.0
21141,0.68298274,370.00000000000233
8040,0.75302213,234.0
13042,0.84329295,112.0
40276,0.872106,704.000000000473
1203,0.37316343,396.0
54902,0.587242,403.0000000000005
42127,0.40673304,559.0
61200,0.6327182,86.0000000000131
29807,0.9201097,68.0
32558,0.4371102,693.0
25499,0.9573171,577.0000000000011
71523,0.9056518,580.0
38791,0.96848404,253.0
12101,0.55179733,796.0000000000365
4730,0.88462883,1.1587296429376672
17126,0.7264167,343.0
85187,0.08379942,246.0
16129,0.88495284,362.0
51250,0.43359593,699.0000000000038
112931,0.85428685,483.0000000000101
17857,0.530727,240.0
31762,0.85330296,346.0000000000025
87034,0.061029535,178.0000000000608
59018,0.8232041,224.0
81008,0.9225759,463.0000000000021
91203,0.698345,711.0000000000023
111875,0.6634032,554.0000000000011
70722,0.2290882,606.0000000000298
55926,0.7989617,502.0000000000046
67538,0.32263163,227.0
113041,0.6852347,717.0
30934,0.32066894,581.0
87109,0.08836737,528.0
26979,0.84894085,505.0
61557,0.70102787,537.0
29950,0.9650945,193.00000000006136
17,0.7724846,703.0000000000003
68226,0.8152172,522.0
79507,0.79017746,330.0000000000118
23107,0.2867398,121.0
27741,0.25128898,203.0000000000474
34314,0.94136405,253.00000000004195
79354,0.89913464,512.0
97813,0.35618457,229.0
730,0.73404545,623.0
19260,0.7895675,221.00000000010493
79119,0.118625954,390.0
77689,0.9616553,199.0000000000152
36363,0.11585989,470.0
6264,0.88399756,700.0
26935,0.8545442,239.0
78464,0.59126747,4.151156004454251
44785,0.6690241,433.0
31835,0.794251,388.0
42606,0.66802436,730.0000000000042
55554,0.8598782,521.0
106579,0.061080925,454.0
68977,0.44068158,181.0
85323,0.40537843,171.00000000000006
85288,0.078006096,444.0
52701,0.93803346,1.3076941013717271
107848,0.5265737,201.00000000000415
97392,0.9221477,27.0
57996,0.75431323,78.00000000094204
113716,0.8303645,282.0
97317,0.7507765,723.0000000000189
16466,0.7669385,2.3511974023892677
38691,0.6158272,526.0
49638,0.9627105,415.00000000002063
541,0.06131742,661.0000000000006
45882,0.87974906,240.0
18853,0.40572774,496.0
4572,0.9566504,489.0
99403,0.937246,316.0
55514,0.9320818,1.6578431313166957
103119,0.061158717,706.0
64141,0.7779378,575.0
76939,0.92764926,415.00000000001125
17453,0.43423247,229.00000000000824
107821,0.47808415,456.0
62063,0.9472145,170.0
108737,0.9511277,473.00000000002603
110123,0.7891647,320.0
109498,0.8971393,510.0
108324,0.3570799,673.0
10990,0.061410446,67.0
18649,0.94377595,484.0
90653,0.68639547,552.0000000001125
98585,0.3966259,638.0
9888,0.79842687,384.0
61129,0.45365342,743.0000000000006
26829,0.06091101,185.0000000000013
110111,0.5631302,506.0
56138,0.0609002,372.0
27858,0.7593357,638.0
86241,0.4607222,147.0
8305,0.9004608,153.0
19363,0.92795056,536.0
48827,0.7581428,2.9145765949147044
38241,0.92115384,231.0000000000149
41847,0.6399092,702.0
23347,0.16020976,242.0
2423,0.061425757,633.000000000002
32271,0.9218223,752.0
49130,0.784093,457.0000000000015
8225,0.79430294,270.0
88846,0.90104467,251.0000000000027
34908,0.061435077,418.0
45794,0.22820345,532.0
64211,0.9358886,724.0000000000039
2611,0.765551,448.0
69544,0.30058318,154.0
90530,0.6048992,209.00000000000733
40940,0.6354209,450.0000000000004
9467,0.2282607,79.00000000980818
77485,0.5895472,242.0
106783,0.8966515,780.0
110503,0.53634953,366.00000000000074
20612,0.6208561,195.00000000000665
51833,0.8006187,513.0
11543,0.61924034,252.0
38547,0.93939775,463.0
110186,0.8647069,510.0000000000039
16478,0.9207618,531.0000000000205
110370,0.9409766,684.0
2582,0.7630651,720.0
55197,0.9535778,498.0
66699,0.92758137,194.0
85881,0.8557881,30.00000000017092
100517,0.21801734,8.14907352716548
113642,0.8410628,784.0000000000573
25917,0.5515089,744.0
39337,0.8209213,307.0000000000009
91854,0.563517,87.0
102173,0.3994238,7.466425067703393
67598,0.28657103,110.00000000000314
3318,0.7820722,664.0
111501,0.9081344,101.0
55471,0.6022345,174.00000000000037
56699,0.66604877,519.0000000001019
36379,0.88810885,434.0000000000032
39126,0.5711854,777.0
45286,0.93084896,438.0000000000034
62671,0.96674204,316.0000000005257
108685,0.46352774,132.00000000002575
53311,0.8019495,276.00000000007395
76703,0.06145333,254.0000000000104
40596,0.85943365,22.0000000000322
33861,0.760979,2.4118643881340467
105734,0.9315904,507.0
63398,0.8462287,137.0
95002,0.06091119,450.0
27839,0.6335891,402.0
35984,0.93651056,241.00000000001242
38573,0.26280242,8.873617537143598
53998,0.95714694,749.0
105924,0.7994847,316.0
33061,0.060901996,306.00000000000273
23505,0.97115964,322.0
29143,0.7196698,345.0
26013,0.22777933,563.0000000000106
61739,0.9037106,622.0
36627,0.76633567,703.0
68964,0.6433084,648.0
41861,0.901299,549.0000000000005
81967,0.8902636,287.00000000006185
17243,0.089797854,241.00000000000153
83527,0.86257255,690.000000000108
62335,0.17490834,699.0
97278,0.9415578,465.0000000000079
75436,0.93953615,583.0000000000101
57411,0.35132205,328.0000000000493
49715,0.14269081,143.00000000004934
61363,0.061377477,187.0
99711,0.78249013,66.00000001630217
108464,0.6886471,667.0
50910,0.5024102,594.0
29695,0.8813661,601.0
19978,0.88328993,109.00000041757679
109491,0.35766703,606.0
30458,0.35856205,732.0
102908,0.91608614,581.0000000000474
31485,0.8418391,777.000000000002
14662,0.3101719,65.0
35264,0.46604705,537.0000000000005
95210,0.6776915,319.0
19350,0.80941725,184.0
8891,0.90427417,118.0
82982,0.92915004,663.0
90861,0.56981725,140.0000000000092
4887,0.25967485,58.0
95441,0.7529256,285.0
109730,0.93769413,670.0
86149,0.16019699,294.00000000021936
84028,0.06488463,738.0000000000005
70235,0.91361773,313.0
107798,0.95493335,558.0
83208,0.86109525,798.0
100504,0.7511469,563.0
98598,0.8661719,362.0000000000687
91456,0.634816,198.00000000023934
77699,0.4270174,382.0
86884,0.93236643,156.0000000053796
54632,0.8795049,292.00000000001387
94363,0.8027429,463.0000000000015
73097,0.060903553,391.0
1532,0.43156284,248.0
14207,0.87510604,425.0000000000003
78777,0.93724436,291.0
73798,0.7695361,280.00000000000654
12878,0.58610886,4.286729508028513
49661,0.7787344,2.231204134419302
56981,0.79435515,94.00000002762937
70185,0.56137264,679.0
59851,0.96634144,310.0
107483,0.2739883,782.0
76527,0.69612026,182.0
63588,0.91909635,701.0000000000026
40883,0.9449125,737.0000000002117
92065,0.7821244,610.0
92667,0.16684903,650.0000022161211
88987,0.5220784,516.0000000000011
57025,0.7568178,722.0000000000141
94299,0.86303455,275.00000000000045
70371,0.9157651,329.00000000001444
67464,0.87754583,128.00000000006534
65614,0.38979715,677.0
97224,0.95661354,255.0000000000012
82015,0.8434422,1.5748343936443376
57111,0.7717678,163.0
89018,0.43100482,234.00000000000006
21914,0.13225295,270.0
17041,0.76647854,740.0000000000372
65029,0.879651,727.0000000000072
91948,0.6816136,627.0
38033,0.6523751,516.0
44878,0.4530349,402.0
21725,0.65943897,353.00000000000233
1984,0.8378753,361.0
10796,0.9492636,388.0000000000005
111869,0.59636253,501.0
71905,0.7796785,554.0000000000183
31724,0.56946725,574.0000000001002
35676,0.82145137,152.0
24135,0.85462105,440.0000000000037
19381,0.9211508,324.0
109279,0.59972584,119.0
44173,0.31588092,161.0000000000188
41794,0.9535514,247.00000000000017
32555,0.79437876,91.00000000003618
5460,0.1745022,466.0
19210,0.5939012,553.0000000000028
108312,0.24695049,772.0
18506,0.11974606,560.0000000000205
49761,0.8304432,334.00000000000074
50722,0.061115038,773.0
22172,0.85482955,610.0
55784,0.42709225,648.0000000000098
81365,0.9658066,189.00000000015777
18071,0.9171126,225.0
49545,0.57469517,393.0
47832,0.25300056,348.0
41763,0.17918907,73.0
86331,0.28916663,390.00000000000057
9178,0.45338407,372.0
5035,0.88341576,92.00000000002929
36361,0.08414917,144.0
91169,0.88325363,452.0
79064,0.060920622,680.0000000000009
7966,0.84693563,339.0
18685,0.47271407,5.379627162869517
99109,0.729511,262.0
233,0.9408904,709.0
86917,0.8372383,640.0
100637,0.8100499,471.00000000000006
89914,0.509764,551.0000000000015
62554,0.9394241,21.0
76687,0.061373282,744.0
55104,0.85000193,597.0000000000031
25341,0.87376016,408.0
58071,0.19830708,500.0
7151,0.6543963,442.00000000002706
21041,0.9543916,19.0
41724,0.61133283,415.0
91225,0.28678524,543.0000000000015
81936,0.8368372,615.0000000000069
19787,0.48251376,555.0000000000038
29633,0.7493326,569.0
13823,0.78595656,434.0
19103,0.91485494,497.0
27504,0.07466423,775.0
8398,0.95131195,151.00000000522533
36490,0.9441705,478.0
54757,0.35533035,214.0000000002923
16781,0.21863687,232.00000000000333
8919,0.12289615,252.0000000000024
54532,0.82064855,339.0
21472,0.8447617,482.0
107085,0.8620744,697.0000000000082
1691,0.92501044,155.00000000062883
58738,0.13122462,569.0
18469,0.15071994,244.00000000000384
13532,0.061995264,512.0
34351,0.7232817,199.0
6487,0.8524748,148.00000000033407
55919,0.5712453,113.0
41437,0.9559516,270.0
15763,0.5570088,246.00000000000045
13375,0.16561328,168.00000000003342
73018,0.9032891,517.0
27358,0.060903892,560.0
47857,0.3585802,462.0
28430,0.07478613,708.0
39036,0.68434316,664.0000000000005
49493,0.9723281,567.0000000000334
82147,0.89089704,410.00000000016104
8958,0.613569,545.0000000000605
46998,0.878655,586.0000000000036
53193,0.89523923,520.0000000000434
89825,0.71196616,486.0
104055,0.40137333,787.0000000000009
45162,0.9252732,318.000000000002
105597,0.07432838,518.0000000000018
76271,0.9180647,181.0
6384,0.8658717,660.0000000000055
55047,0.88376236,515.0
106361,0.366079,128.0
44462,0.87187576,309.0
77449,0.9298805,414.00000000034385
108619,0.07114083,419.0
23457,0.93274266,97.0
76950,0.061146848,324.00000000001023
63395,0.929075,124.0
96752,0.96848595,615.0
95217,0.39801708,334.0
71818,0.7217332,371.0
72519,0.9578242,496.0000000000073
22917,0.49331746,755.0
87293,0.9142666,0.8601010247616221
18272,0.7713588,265.0
2931,0.9134575,330.0
74633,0.7730572,713.0000000000007
35661,0.061067294,407.0
90892,0.9111879,660.0000000000094
33889,0.77843684,135.0
95607,0.25223088,233.0
113189,0.8906477,2.3055936577233895
107501,0.8752013,698.0
89926,0.7449419,283.0000000000029
1687,0.8032808,338.0000000000041
67293,0.9071795,489.0000000000886
11304,0.5073166,684.0
1634,0.6212742,334.0
58090,0.94267726,0.5744627639553387
16935,0.9108437,713.0000000000222
49664,0.7861483,786.0000000000168
17568,0.60170406,398.0
100524,0.86694086,2.084665416693081
109870,0.87342376,465.0
99916,0.9647829,463.00000000001603
80442,0.25233898,584.0
78314,0.6116236,615.0
82666,0.83414006,199.00000000000142
74541,0.14138517,443.0
12496,0.73288035,681.0
2063,0.4368972,240.0
40085,0.55336696,479.0
16182,0.45904246,732.0
